,tweet_id,favorites,retweet_count
994,708130923141795840,3618,915
995,708149363256774660,4561,1686
996,708349470027751425,2514,806
997,708356463048204288,3857,1471
998,708469915515297792,3284,894
999,708479650088034305,2719,740
1000,708711088997666817,2725,795
1001,708738143638450176,2927,887
1002,708810915978854401,17642,7611
1003,708834316713893888,1821,549
1004,708845821941387268,3168,979
1005,709042156699303936,5091,1799
1006,709158332880297985,2186,453
1007,709198395643068416,2571,699
1008,709207347839836162,13460,6374
1009,709225125749587968,2558,627
1010,709409458133323776,2798,761
1011,709449600415961088,2373,646
1012,709519240576036864,1588,263
1013,709556954897764353,3507,1163
1014,709566166965075968,3772,1320
1015,709852847387627521,3746,1301
1016,709901256215666688,719,109
1017,709918798883774466,3184,1169
1018,710117014656950272,5863,2175
1019,710140971284037632,2955,976
1020,710153181850935296,3099,971
1021,710269109699739648,2562,1228
1022,710272297844797440,4830,1377
1023,710283270106132480,2275,563
1024,710588934686908417,4871,2050
1025,710658690886586372,2463,616
1026,710833117892898816,2875,586
1027,710844581445812225,2720,749
1028,710997087345876993,4859,1517
1029,711008018775851008,3197,683
1030,711306686208872448,3527,797
1031,711363825979756544,3907,1243
1032,711652651650457602,4128,1001
1033,711694788429553666,35081,19930
1034,711732680602345472,9510,4509
1035,711743778164514816,3032,1074
1036,711968124745228288,8594,2522
1037,711998809858043904,0,137
1038,712065007010385924,2415,685
1039,712085617388212225,3451,530
1040,712092745624633345,3135,984
1041,712097430750289920,4052,1135
1042,712438159032893441,5676,1703
1043,712668654853337088,4438,1328
1044,712717840512598017,13199,5453
1045,712809025985978368,19868,7355
1046,713175907180089344,4756,1585
1047,713177543487135744,7678,3098
1048,713411074226274305,4705,1409
1049,713761197720473600,5192,1499
1050,713900603437621249,3015,811
1051,713919462244790272,3486,849
1052,714141408463036416,4581,1529
1053,714214115368108032,2420,961
1054,714251586676113411,3484,918
1055,714258258790387713,3207,782
1056,714606013974974464,3859,1016
1057,714631576617938945,3485,1091
1058,714957620017307648,4410,1550
1059,714982300363173890,4006,1128
1060,715009755312439296,4448,1349
1061,715200624753819648,5464,2055
1062,715220193576927233,2571,716
1063,715342466308784130,3217,747
1064,715360349751484417,5835,1716
1065,715680795826982913,4610,1770
1066,715696743237730304,4166,1408
1067,715733265223708672,4975,1851
1068,715928423106027520,3413,956
1069,716080869887381504,5211,1898
1070,716285507865542656,2966,1188
1071,716439118184652801,2517,239
1072,716791146589110272,5898,1514
1073,716802964044845056,4546,1277
1074,717009362452090881,3490,1068
1075,717047459982213120,6676,2078
1076,717421804990701568,3365,922
1077,717537687239008257,6146,2005
1078,717790033953034240,3090,1230
1079,717841801130979328,2611,649
1080,718234618122661888,4123,1089
1081,718246886998687744,2054,547
1082,718454725339934721,5204,1640
1083,718460005985447936,2883,581
1084,718540630683709445,2655,1102
1085,718613305783398402,2609,525
1086,718631497683582976,20205,8835
1087,718939241951195136,5591,1916
1088,718971898235854848,3720,1202
1089,719332531645071360,3634,1041
1090,719339463458033665,4700,1359
1091,719367763014393856,2975,804
1092,719551379208073216,5392,2112
1093,719704490224398336,4867,1585
1094,719991154352222208,5157,1911
1095,720043174954147842,5225,2186
1096,720059472081784833,4147,1234
1097,720340705894408192,3061,1062
1098,720389942216527872,6842,2759
1099,720415127506415616,4399,1624
1100,720775346191278080,2640,743
1101,720785406564900865,3325,842
1102,721001180231503872,2687,667
1103,721503162398597120,4976,2049
1104,722613351520608256,5285,1786
1105,722974582966214656,4384,1716
1106,723179728551723008,5650,2050
1107,723673163800948736,3226,972
1108,723688335806480385,8229,3252
1109,723912936180330496,4142,1336
1110,724004602748780546,4472,1730
1111,724046343203856385,2841,607
1112,724049859469295616,4628,1928
1113,724405726123311104,5665,1800
1114,724771698126512129,2530,699
1115,724983749226668032,3954,1427
1116,725729321944506368,5530,1944
1117,725786712245440512,4443,1482
1118,725842289046749185,7522,2889
1119,726224900189511680,4710,1268
1120,726828223124897792,3787,1098
1121,726887082820554753,4095,1643
1122,726935089318363137,7341,2670
1123,727175381690781696,4132,1493
1124,727286334147182592,3240,897
1125,727314416056803329,3544,816
1126,727524757080539137,4773,1338
1127,727644517743104000,6301,1912
1128,727685679342333952,3130,696
1129,728015554473250816,4380,1194
1130,728035342121635841,4854,1832
1131,728046963732717569,4607,1282
1132,728387165835677696,3922,1042
1133,728409960103686147,5260,2202
1134,728653952833728512,3540,1139
1135,728751179681943552,2986,741
1136,728760639972315136,4987,1850
1137,728986383096946689,3384,892
1138,729113531270991872,2015,359
1139,729463711119904772,6211,2516
1140,729823566028484608,4262,1357
1141,729838605770891264,1816,418
1142,729854734790754305,4296,1221
1143,730196704625098752,5218,2113
1144,730211855403241472,4097,1148
1145,730427201120833536,3702,1141
1146,730573383004487680,5264,2360
1147,730924654643314689,6545,2167
1148,731156023742988288,4091,1390
1149,731285275100512256,3726,1074
1150,732005617171337216,15967,5971
1151,732375214819057664,8634,2749
1152,732585889486888962,3941,847
1153,732726085725589504,3772,967
1154,732732193018155009,2604,586
1155,733109485275860992,45423,17344
1156,733460102733135873,4497,1405
1157,733482008106668032,3356,1039
1158,733822306246479872,3926,1104
1159,733828123016450049,3842,853
1160,734776360183431168,2681,590
1161,734787690684657664,13431,6900
1162,734912297295085568,2923,563
1163,735137028879360001,3346,1055
1164,735256018284875776,3596,965
1165,735274964362878976,13906,5570
1166,735635087207878657,6626,2588
1167,735648611367784448,4302,1198
1168,735991953473572864,3854,1258
1169,736010884653420544,8462,3257
1170,736225175608430592,8700,3027
1171,736365877722001409,4283,1365
1172,736736130620620800,4615,1912
1173,737310737551491075,15698,8111
1174,737322739594330112,3861,882
1175,737445876994609152,11047,4894
1176,737678689543020544,5400,1466
1177,737800304142471168,10684,3796
1178,737826014890496000,5636,1940
1179,738156290900254721,2707,725
1180,738166403467907072,9421,3739
1181,738184450748633089,4625,1325
1182,738402415918125056,3509,933
1183,738537504001953792,5460,1714
1184,738883359779196928,3573,890
1185,738885046782832640,4034,1246
1186,739238157791694849,73360,50896
1187,739485634323156992,7721,3225
1188,739544079319588864,42622,23546
1189,739606147276148736,5769,1817
1190,739844404073074688,4062,933
1191,739932936087216128,4340,1183
1192,739979191639244800,21375,6509
1193,740214038584557568,7165,2156
1194,740359016048689152,3535,937
1195,740365076218183684,2658,480
1196,740373189193256964,37168,14617
1197,740676976021798912,19426,7480
1198,740699697422163968,3035,855
1199,740711788199743490,3652,1024
1200,740995100998766593,6860,3037
1201,741067306818797568,10113,3395
1202,741303864243200000,9407,3551
1203,741438259667034112,3937,916
1204,741743634094141440,8755,3035
1205,741793263812808706,4877,1658
1206,742150209887731712,5525,1713
1207,742161199639494656,4652,1510
1208,742385895052087300,7286,2188
1209,742423170473463808,10566,4179
1210,742465774154047488,7776,4254
1211,742528092657332225,4768,2182
1212,743210557239623680,4114,1502
1213,743222593470234624,6653,2098
1214,743253157753532416,4531,1330
1215,743510151680958465,8466,4061
1216,743545585370791937,3775,1035
1217,743595368194129920,19811,7224
1218,743609206067040256,4810,1512
1219,743895849529389061,3914,1052
1220,743980027717509120,4454,1199
1221,744234799360020481,128339,77382
1222,744334592493166593,7253,2358
1223,744709971296780288,6008,1710
1224,744971049620602880,8451,2960
1225,744995568523612160,3209,692
1226,745057283344719872,7772,2514
1227,745314880350101504,7693,3055
1228,745422732645535745,9218,2688
1229,745433870967832576,7635,2797
1230,745712589599014916,7484,2557
1231,745789745784041472,4348,1171
1232,746056683365994496,3811,906
1233,746131877086527488,7406,2423
1234,746369468511756288,6501,1812
1235,746507379341139972,4984,1190
1236,746726898085036033,6494,1970
1237,746790600704425984,5234,1759
1238,746818907684614144,5691,1893
1239,746872823977771008,6438,2365
1240,746906459439529985,3104,328
1241,747103485104099331,10321,4421
1242,747204161125646336,3642,1010
1243,747219827526344708,5681,1737
1244,747461612269887489,4164,1143
1245,747512671126323200,5982,1744
1246,747594051852075008,3968,1163
1247,747600769478692864,2499,601
1248,747816857231626240,5228,1284
1249,747844099428986880,3019,823
1250,747885874273214464,3179,1093
1251,747933425676525569,7136,2814
1252,747963614829678593,6242,2377
1253,748307329658011649,3955,792
1254,748324050481647620,3993,844
1255,748346686624440324,5620,1367
1256,748568946752774144,2349,746
1257,748575535303884801,6546,2203
1258,748692773788876800,4564,1471
1259,748699167502000129,5100,1766
1260,748705597323898880,2980,1042
1261,748932637671223296,6309,2488
1262,748977405889503236,11574,3770
1263,749036806121881602,3341,864
1264,749064354620928000,5166,1674
1265,749317047558017024,5920,2448
1266,749395845976588288,9272,3833
1267,749403093750648834,2833,605
1268,749417653287129088,6582,1848
1269,749774190421639168,5013,1448
1270,749981277374128128,5514,2711
1271,749996283729883136,3264,891
1272,750011400160841729,3494,1005
1273,750026558547456000,2924,871
1274,750041628174217216,3426,685
1275,750056684286914561,3376,983
1276,750071704093859840,8456,3699
1277,750086836815486976,2342,600
1278,750101899009982464,3287,931
1279,750117059602808832,4658,1435
1280,750132105863102464,3912,1399
1281,750147208377409536,3338,1069
1282,750383411068534784,4900,1261
1283,750429297815552001,14235,4785
1284,750506206503038976,4811,1273
1285,750719632563142656,14274,5591
1286,750868782890057730,5180,1543
1287,751132876104687617,5496,1441
1288,751205363882532864,6810,2023
1289,751251247299190784,13511,6507
1290,751456908746354688,3459,1095
1291,751538714308972544,5436,1402
1292,751583847268179968,4765,1237
1293,751598357617971201,8528,3347
1294,751830394383790080,6271,2166
1295,751937170840121344,5641,1486
1296,752173152931807232,6431,2050
1297,752309394570878976,0,18483
1298,752334515931054080,4127,1222
1299,752519690950500352,7966,3809
1300,752660715232722944,4768,1744
1301,752682090207055872,6493,1786
1302,752917284578922496,7428,1740
1303,753026973505581056,4210,1080
1304,753294487569522689,3682,1156
1305,753375668877008896,8229,2582
1306,753398408988139520,6253,2120
1307,753420520834629632,8557,3956
1308,753655901052166144,6322,2422
1309,754011816964026368,9513,3990
1310,754120377874386944,8469,2583
1311,754449512966619136,4061,817
1312,754482103782404096,5731,2154
1313,754747087846248448,2786,578
1314,754856583969079297,7431,2792
1315,754874841593970688,0,8907
1316,755110668769038337,22937,12289
1317,755206590534418437,17796,5964
1318,755955933503782912,7936,3194
1319,756275833623502848,6963,1698
1320,756288534030475264,45953,19386
1321,756303284449767430,4274,1198
1322,756526248105566208,11256,4023
1323,756651752796094464,5484,1468
1324,756939218950160384,7189,2225
1325,756998049151549440,6773,2206
1326,757354760399941633,4886,1583
1327,757393109802180609,6314,1938
1328,757400162377592832,16399,7565
1329,757596066325864448,4714,1177
1330,757597904299253760,0,322
1331,757611664640446465,4924,1238
1332,757725642876129280,4913,1355
1333,757729163776290825,0,9033
1334,757741869644341248,7450,3602
1335,758041019896193024,2937,421
1336,758355060040593408,3715,1206
1337,758405701903519748,5621,2135
1338,758467244762497024,5197,2471
1339,758474966123810816,4131,1100
1340,758740312047005698,6192,1776
1341,758828659922702336,12099,4248
1342,758854675097526272,3837,993
1343,759047813560868866,7055,2242
1344,759099523532779520,15741,4659
1345,759159934323924993,0,1307
1346,759197388317847553,6563,2159
1347,759447681597108224,9215,2733
1348,759557299618865152,5085,1305
1349,759566828574212096,0,23546
1350,759793422261743616,6464,2120
1351,759846353224826880,7268,2208
1352,759923798737051648,15907,6322
1353,760190180481531904,6182,2013
1354,760252756032651264,4262,960
1355,760290219849637889,28999,12771
1356,760539183865880579,8212,4037
1357,760641137271070720,5367,1438
1358,760656994973933572,7156,2138
1359,760893934457552897,4140,1078
1360,761004547850530816,12208,3848
1361,761227390836215808,5766,1721
1362,761292947749015552,4834,1229
1363,761334018830917632,5650,1612
1364,761371037149827077,0,19930
1365,761599872357261312,4479,1308
1366,761672994376806400,53651,32359
1367,761745352076779520,4614,951
1368,761750502866649088,0,4397
1369,761976711479193600,5861,2248
1370,762035686371364864,34666,17398
1371,762316489655476224,5228,1256
1372,762464539388485633,11220,4694
1373,762471784394268675,12246,7272
1374,762699858130116608,13206,4046
1375,763103485927849985,7971,2533
1376,763183847194451968,5877,1652
1377,763837565564780549,13690,4663
1378,764259802650378240,6568,1695
1379,764857477905154048,6949,1966
1380,765222098633691136,12607,3771
1381,765371061932261376,7687,2402
1382,765395769549590528,28563,3778
1383,765669560888528897,5624,1360
1384,765719909049503744,7836,2403
1385,766008592277377025,4050,554
1386,766069199026450432,4642,973
1387,766078092750233600,0,2889
1388,766313316352462849,7350,2106
1389,766423258543644672,6536,1775
1390,766693177336135680,4377,883
1391,766793450729734144,5516,1521
1392,767122157629476866,10969,3181
1393,767191397493538821,13328,4267
1394,767500508068192258,8121,2605
1395,767754930266464257,17409,6026
1396,767884188863397888,5163,1574
1397,768193404517830656,11840,3956
1398,768473857036525572,14763,3828
1399,768596291618299904,5462,1425
1400,768609597686943744,4473,1349
1401,768855141948723200,4561,1002
1402,768970937022709760,15648,7319
1403,769212283578875904,5865,1916
1404,769695466921623552,6943,1861
1405,769940425801170949,34165,10788
1406,770069151037685760,8227,2572
1407,770093767776997377,0,3395
1408,770293558247038976,6765,1666
1409,770414278348247044,6838,2307
1410,770655142660169732,7953,1951
1411,770772759874076672,5635,1580
1412,770787852854652928,5383,1369
1413,771004394259247104,0,246
1414,771014301343748096,7469,1848
1415,771102124360998913,6749,1605
1416,771136648247640064,9983,3263
1417,771171053431250945,0,8452
1418,771380798096281600,11448,5719
1419,771500966810099713,8978,2928
1420,771770456517009408,13053,3800
1421,772102971039580160,4353,1035
1422,772114945936949249,2939,527
1423,772117678702071809,4071,818
1424,772152991789019136,4098,1260
1425,772193107915964416,6529,1551
1426,772581559778025472,7034,1899
1427,772615324260794368,0,3771
1428,772826264096874500,8669,2603
1429,772877495989305348,9339,4355
1430,773191612633579521,10865,4601
1431,773247561583001600,10189,3586
1432,773308824254029826,25250,8375
1433,773547596996571136,23984,6915
1434,773670353721753600,5788,1451
1435,773704687002451968,7170,1835
1436,773922284943896577,6945,1933
1437,773985732834758656,11685,4351
1438,774314403806253056,23662,6262
1439,774639387460112384,7311,1950
1440,774757898236878852,9288,1977
1441,775085132600442880,16929,5302
1442,775364825476165632,8097,3350
1443,775729183532220416,14060,5133
1444,775733305207554048,15069,4489
1445,775842724423557120,12742,3010
1446,775898661951791106,0,17344
1447,776088319444877312,2000,171
1448,776113305656188928,12797,4891
1449,776201521193218049,10445,2823
1450,776218204058357768,32675,17927
1451,776477788987613185,9654,3148
1452,776813020089548800,5315,1357
1453,776819012571455488,0,15383
1454,777189768882946048,15587,4846
1455,777621514455814149,9538,2799
1456,777641927919427584,0,4785
1457,777684233540206592,12242,3298
1458,777885040357281792,6919,1843
1459,778027034220126208,7145,1825
1460,778039087836069888,9229,2964
1461,778286810187399168,11309,3717
1462,778383385161035776,6374,1233
1463,778396591732486144,0,13748
1464,778408200802557953,14862,4882
1465,778624900596654080,5067,1137
1466,778650543019483137,6297,1680
1467,778748913645780993,7524,1501
1468,778990705243029504,21829,8187
1469,779056095788752897,16139,5085
1470,779123168116150273,12875,4092
1471,779377524342161408,9631,3504
1472,779834332596887552,20769,7965
1473,780192070812196864,9506,2520
1474,780459368902959104,5763,1193
1475,780476555013349377,0,133
1476,780496263422808064,0,4179
1477,780543529827336192,6875,1953
1478,780601303617732608,13201,3742
1479,780800785462489090,6018,1458
1480,780858289093574656,7835,2243
1481,780931614150983680,23603,8270
1482,781163403222056960,10655,3065
1483,781251288990355457,9218,2365
1484,781524693396357120,22652,6220
1485,781661882474196992,11401,3046
1486,781955203444699136,12106,3785
1487,782021823840026624,0,7022
1488,782305867769217024,18212,6259
1489,782598640137187329,8509,2117
1490,782722598790725632,18845,6056
1491,782747134529531904,8147,1567
1492,782969140009107456,26364,8281
1493,783085703974514689,8894,2494
1494,783334639985389568,31946,13198
1495,783347506784731136,0,6325
1496,783391753726550016,18468,6213
1497,783466772167098368,9252,2539
1498,783695101801398276,11398,3624
1499,783821107061198850,8044,2216
1500,783839966405230592,32880,12188
1501,784431430411685888,6211,1443
1502,784517518371221505,9807,2860
1503,784826020293709826,11093,3627
1504,785170936622350336,13229,5488
1505,785264754247995392,7949,1849
1506,785533386513321988,9969,2268
1507,785639753186217984,8536,2494
1508,785872687017132033,7311,2062
1509,785927819176054784,12434,3555
1510,786036967502913536,0,7965
1511,786233965241827333,16769,5398
1512,786363235746385920,11930,3955
1513,786595970293370880,10280,3501
1514,786664955043049472,11681,2898
1515,786709082849828864,19890,6861
1516,786963064373534720,29062,9034
1517,787322443945877504,8532,1971
1518,787397959788929025,11856,3192
1519,787717603741622272,11172,3134
1520,787810552592695296,9496,3439
1521,788039637453406209,6713,1493
1522,788070120937619456,0,3848
1523,788150585577050112,6729,1469
1524,788178268662984705,7912,2402
1525,788412144018661376,17076,5985
1526,788765914992902144,30020,11631
1527,788908386943430656,29972,13991
1528,789137962068021249,10630,3149
1529,789268448748703744,9981,2923
1530,789530877013393408,12868,3810
1531,789599242079838210,7429,2181
1532,789628658055020548,8254,2011
1533,789986466051088384,10135,2617
1534,790277117346975746,13746,3629
1535,790337589677002753,8562,2106
1536,790581949425475584,22635,8081
1537,790698755171364864,8979,2149
1538,790723298204217344,0,2617
1539,790946055508652032,18183,5310
1540,790987426131050500,10835,2413
1541,791026214425268224,0,4663
1542,791312159183634433,9625,2864
1543,791406955684368384,14374,4638
1544,791672322847637504,12854,3530
1545,792050063153438720,7859,2029
1546,792394556390137856,14778,4845
1547,792773781206999040,8033,1897
1548,792883833364439040,12384,4824
1549,792913359805018113,15717,4541
1550,793120401413079041,13883,4400
1551,793135492858580992,7062,2801
1552,793150605191548928,6750,1930
1553,793165685325201412,10282,3146
1554,793180763617361921,7569,2240
1555,793195938047070209,16720,6341
1556,793210959003287553,9770,3184
1557,793226087023144960,10761,3227
1558,793241302385262592,11535,3705
1559,793256262322548741,21862,9405
1560,793271401113350145,9441,2662
1561,793286476301799424,26963,10382
1562,793500921481273345,11706,2691
1563,793601777308463104,8720,1848
1564,793614319594401792,0,3530
1565,793845145112371200,10071,2119
1566,793962221541933056,18448,5532
1567,794205286408003585,10080,3753
1568,794332329137291264,10450,2988
1569,794355576146903043,0,11631
1570,794926597468000259,11249,2615
1571,794983741416415232,0,3810
1572,795076730285391872,17767,6126
1573,795400264262053889,11054,3236
1574,795464331001561088,54559,26909
1575,796031486298386433,11818,4172
1576,796080075804475393,9246,2614
1577,796116448414461957,9931,2735
1578,796149749086875649,35440,16168
1579,796177847564038144,0,16168
1580,796387464403357696,12063,4704
1581,796484825502875648,8296,1990
1582,796759840936919040,12985,3455
1583,796865951799083009,8390,2142
1584,797236660651966464,21885,7486
1585,797545162159308800,15883,5473
1586,797971864723324932,12752,3552
1587,798209839306514432,11342,2876
1588,798340744599797760,0,3800
1589,798628517273620480,0,2215
1590,798644042770751489,0,2089
1591,798665375516884993,0,4390
1592,798673117451325440,0,6275
1593,798694562394996736,0,5625
1594,798697898615730177,0,7355
1595,798925684722855936,8110,1618
1596,798933969379225600,14410,5061
1597,799063482566066176,8844,2779
1598,799297110730567681,10845,3134
1599,799422933579902976,8789,2156
1600,799757965289017345,9190,2439
1601,799774291445383169,0,5302
1602,800018252395122689,31060,14890
1603,800141422401830912,16727,2895
1604,800388270626521089,12199,3155
1605,800443802682937345,0,4891
1606,800459316964663297,10328,2423
1607,800513324630806528,14377,3394
1608,800751577355128832,11465,3123
1609,801115127852503040,8823,2357
1610,801167903437357056,26825,6725
1611,801285448605831168,6630,936
1612,801538201127157760,8951,2323
1613,801958328846974976,8438,1928
1614,802239329049477120,9909,2936
1615,802265048156610565,6926,1531
1616,802323869084381190,17769,6597
1617,802572683846291456,9770,2827
1618,802624713319034886,0,3298
1619,802952499103731712,9863,2262
1620,803276597545603072,10966,2785
1621,803380650405482500,8459,2097
1622,803638050916102144,12011,4682
1623,803692223237865472,0,8396
1624,803773340896923648,10982,3124
1625,804026241225523202,48751,18290
1626,804413760345620481,0,3627
1627,804738756058218496,15012,4344
1628,805207613751304193,8496,1915
1629,805487436403003392,9566,2855
1630,805520635690676224,6260,1866
1631,805826884734976000,7182,2066
1632,805932879469572096,9026,2140
1633,805958939288408065,0,6056
1634,806219024703037440,7002,1352
1635,806242860592926720,0,13198
1636,806542213899489280,11145,2675
1637,806629075125202948,82205,39449
1638,807010152071229440,14226,4298
1639,807059379405148160,0,8281
1640,807106840509214720,123060,61138
1641,807621403335917568,15932,4151
1642,808001312164028416,13734,3979
1643,808106460588765185,9516,2458
1644,808134635716833280,0,6725
1645,808501579447930884,12321,2918
1646,808733504066486276,8620,2439
1647,808838249661788160,11022,3425
1648,809084759137812480,14411,3952
1649,809220051211603969,21775,6337
1650,809448704142938112,7562,1658
1651,809808892968534016,0,5532
1652,809920764300447744,16898,4389
1653,810254108431155201,16028,3782
1654,810284430598270976,38740,12900
1655,810657578271330305,11968,2972
1656,810896069567610880,9866,2010
1657,810984652412424192,5825,1609
1658,811386762094317568,22805,7205
1659,811627233043480576,13981,3533
1660,811744202451197953,8236,1818
1661,811985624773361665,7935,1587
1662,812372279581671427,14928,4131
1663,812466873996607488,8719,2170
1664,812503143955202048,6637,1380
1665,812709060537683968,7222,1609
1666,812781120811126785,8248,2150
1667,813051746834595840,22835,8235
1668,813066809284972545,8662,2186
1669,813081950185472002,10774,3118
1670,813096984823349248,11463,4072
1671,813112105746448384,11258,3103
1672,813127251579564032,12939,3527
1673,813142292504645637,9164,2654
1674,813157409116065792,8440,2490
1675,813172488309972993,10183,2165
1676,813187593374461952,21630,4914
1677,813202720496779264,9988,2021
1678,813217897535406080,20358,8202
1679,813800681631023104,9095,1983
1680,813812741911748608,39594,15769
1681,813910438903693312,10117,2116
1682,813944609378369540,0,3629
1683,814153002265309185,31320,9774
1684,814530161257443328,9449,2086
1685,814638523311648768,12284,3046
1686,814986499976527872,8318,1456
1687,815390420867969024,11245,4270
1688,815639385530101762,8960,1849
1689,815736392542261248,10708,2550
1690,815966073409433600,24489,9562
1691,815990720817401858,5440,1178
1692,816014286006976512,0,5971
1693,816091915477250048,9711,2417
1694,816336735214911488,9368,2197
1695,816450570814898180,33292,9106
1696,816697700272001025,10665,2471
1697,816816676327063552,10879,2292
1698,816829038950027264,0,5309
1699,817056546584727552,9321,1855
1700,817120970343411712,13209,2942
1701,817171292965273600,9493,2257
1702,817181837579653120,0,9562
1703,817415592588222464,6118,1079
1704,817423860136083457,37288,16867
1705,817536400337801217,12834,3404
1706,817777686764523521,11634,2991
1707,817827839487737858,56416,30420
1708,818145370475810820,13375,2915
1709,818259473185828864,11969,2558
1710,818536468981415936,11877,2782
1711,818588835076603904,0,6915
1712,818614493328580609,10729,2895
1713,818627210458333184,24119,8348
1714,819004803107983360,93742,41031
1715,819006400881917954,48984,21167
1716,819015331746349057,0,21167
1717,819015337530290176,0,41031
1718,819227688460238848,25093,7500
1719,819347104292290561,7848,1348
1720,819588359383371776,10381,2209
1721,819711362133872643,14604,3516
1722,819924195358416896,13980,5429
1723,819952236453363712,5783,1325
1724,820078625395449857,21473,7039
1725,820314633777061888,3620,633
1726,820446719150292993,0,2895
1727,820690176645140481,13258,3620
1728,820749716845686786,34271,11138
1729,821044531881721856,13715,2563
1730,821107785811234820,10421,2387
1731,821149554670182400,9482,2258
1732,821407182352777218,12798,4888
1733,821522889702862852,8690,1976
1734,821765923262631936,9143,1862
1735,821813639212650496,0,3742
1736,821886076407029760,12328,2625
1737,822244816520155136,38001,11027
1738,822462944365645825,31019,16547
1739,822489057087389700,19662,7168
1740,822610361945911296,15993,3317
1741,822647212903690241,0,7168
1742,822859134160621569,14293,2553
1743,822872901745569793,143456,49150
1744,822975315408461824,18749,3849
1745,823269594223824897,0,11027
1746,823322678127919110,17061,4506
1747,823581115634085888,14106,2960
1748,823699002998870016,13595,2696
1749,823939628516474880,11524,3028
1750,824297048279236611,16257,4315
1751,824325613288833024,12740,11591
1752,824663926340194305,10892,1942
1753,824775126675836928,16200,3939
1754,824796380199809024,0,6126
1755,825026590719483904,6875,1440
1756,825147591692263424,19789,5109
1757,825535076884762624,56216,19199
1758,825829644528148480,13759,2777
1759,825876512159186944,11304,2088
1760,826115272272650244,16936,3489
1761,826204788643753985,5263,1049
1762,826240494070030336,14325,2888
1763,826476773533745153,19885,4680
1764,826598365270007810,10875,2618
1765,826848821049180160,39439,11452
1766,826958653328592898,23315,5576
1767,827199976799354881,11424,2499
1768,827324948884643840,17148,3409
1769,827600520311402496,8007,1053
1770,827653905312006145,16666,3343
1771,827933404142436356,21732,5820
1772,828011680017821696,11161,2384
1773,828046555563323392,12690,3181
1774,828372645993398273,13507,3255
1775,828376505180889089,7972,1185
1776,828381636999917570,13609,2471
1777,828408677031882754,8239,1423
1778,828409743546925057,6768,1275
1779,828650029636317184,10257,1493
1780,828708714936930305,39449,12484
1781,828770345708580865,27529,6536
1782,829011960981237760,57075,18052
1783,829141528400556032,26405,8242
1784,829374341691346946,37315,10369
1785,829449946868879360,11286,2261
1786,829501995190984704,34172,11791
1787,829861396166877184,13175,2185
1788,829878982036299777,0,5576
1789,830097400375152640,10577,3348
1790,830583320585068544,72012,18725
1791,830956169170665475,8575,1670
1792,831262627380748289,12814,2278
1793,831309418084069378,12581,2706
1794,831315979191906304,6991,1233
1795,831322785565769729,9856,1691
1796,831552930092285952,9689,2555
1797,831650051525054464,7725,2168
1798,831670449226514432,11230,2011
1799,831911600680497154,29734,7237
1800,831939777352105988,25811,6816
1801,832032802820481025,19203,5169
1802,832040443403784192,0,10788
1803,832215726631055365,0,10381
1804,832273440279240704,12137,2588
1805,832369877331693569,18419,3532
1806,832397543355072512,12848,2471
1807,832636094638288896,17031,3101
1808,832757312314028032,18051,4010
1809,832769181346996225,0,42
1810,832998151111966721,14283,2453
1811,833124694597443584,21682,5362
1812,833479644947025920,15957,2284
1813,833722901757046785,22180,3541
1814,833826103416520705,16446,3801
1815,833863086058651648,14373,2659
1816,834086379323871233,13999,2448
1817,834167344700198914,16879,4013
1818,834209720923721728,22102,5296
1819,834458053273591808,10311,1849
1820,834574053763584002,14700,2805
1821,834786237630337024,22612,6025
1822,834931633769889797,11608,1823
1823,835152434251116546,24073,3344
1824,835172783151792128,27985,6345
1825,835264098648616962,8318,1877
1826,835297930240217089,17545,3299
1827,835574547218894849,19067,4001
1828,836001077879255040,20469,4748
1829,836260088725786625,22732,4727
1830,836380477523124226,15741,3240
1831,836677758902222849,13493,2449
1832,836753516572119041,20587,5086
1833,836989968035819520,13621,2529
1834,837110210464448512,17119,2641
1835,837366284874571778,22604,5831
1836,837471256429613056,13703,2548
1837,837482249356513284,4111,488
1838,837820167694528512,36554,8670
1839,838083903487373313,18838,3463
1840,838476387338051585,24174,5305
1841,838561493054533637,11655,1460
1842,838916489579200512,0,37
1843,838921590096166913,11933,2281
1844,839239871831150596,29042,7197
1845,839290600511926273,0,155
1846,839549326359670784,29382,8536
1847,839990271299457024,14330,2524
1848,840268004936019968,20555,6289
1849,840370681858686976,17563,5006
1850,840632337062862849,9577,1926
1851,840696689258311684,13113,1082
1852,841077006473256960,24417,5810
1853,841314665196081154,16925,5153
1854,841439858740625411,13448,4025
1855,841680585030541313,27275,8482
1856,841833993020538882,0,16867
1857,842115215311396866,14914,3303
1858,842163532590374912,26058,6340
1859,842535590457499648,19230,3823
1860,842765311967449089,7173,1398
1861,842846295480000512,16161,3911
1862,843235543001513987,22837,6615
1863,843604394117681152,17932,2987
1864,843856843873095681,22726,5048
1865,844223788422217728,14462,2389
1866,844580511645339650,17484,3421
1867,844704788403113984,41115,11288
1868,844973813909606400,16050,3504
1869,844979544864018432,14464,2823
1870,845306882940190720,24738,5868
1871,845397057150107648,8088,1987
1872,845677943972139009,26605,5203
1873,845812042753855489,31046,9518
1874,846042936437604353,16929,3135
1875,846153765933735936,33602,9852
1876,846514051647705089,47302,12627
1877,846874817362120707,21248,4268
1878,847116187444137987,22650,3459
